token	index	count
pa	321	10
primordial	322	10
dilated	323	10
includes	324	10
atypical	325	10
similar	326	10
parenchyma	327	10
postsurgical	328	10
very	329	10
present	330	10
clavicle	331	10
excluded	332	10
visualized	333	10
apex	334	9
thorax	335	9
injury	336	9
diaphragm	337	9
area	338	9
compared	339	9
atherosclerotic	340	9
post	341	9
spurring	342	9
has	343	9
4	344	9
inflammatory	345	9
evaluate	346	9
tube	347	8
loss	348	8
result	349	8
notification	350	8
paratracheal	351	8
described	352	8
lumbar	353	8
clips	354	8
well	355	8
outside	356	8
1	357	8
dedicated	358	8
views	359	8
few	360	8
top	361	8
diffuse	362	8
pattern	363	8
involving	364	8
aspiration	365	8
surgery	366	8
was	367	8
knee	368	8
infectious	369	8
elevation	370	8
bowel	371	8
been	372	8
stability	373	8
senescent	374	8
hypoventilation	375	8
arteries	376	8
inspiratory	377	8
hyperinflation	378	8
document	379	7
primary	380	7
pericardial	381	7
aneurysm	382	7
discussed	383	7
worsening	384	7
peripheral	385	7
aeration	386	7
lingula	387	7
hilum	388	7
lymphadenopathy	389	7
scar	390	7
malignancy	391	7
subclavian	392	7
one	393	7
marked	394	7
suspected	395	7
also	396	7
picc	397	7
junction	398	7
other	399	7
better	400	7
evaluated	401	7
appropriate	402	7
images	403	7
biapical	404	7
suggests	405	7
collapse	406	7
weeks	407	7
nonspecific	408	7
curvature	409	7
studies	410	7
less	411	7
6	412	7
trapping	413	7
probably	414	6
although	415	6
lesion	416	6
lobes	417	6
include	418	6
were	419	6
wedge	420	6
extensive	421	6
pelvis	422	6
node	423	6
both	424	6
ascending	425	6
follow	426	6
recent	427	6
artifact	428	6
status	429	6
documented	430	6
abdominal	431	6
decubitus	432	6
head	433	6
considering	434	6
vague	435	6
warranted	436	6
numerous	437	6
cervical	438	6
position	439	6
free	440	6
tuberculous	441	6
line	442	6
continued	443	6
tenderness	444	6
cancer	445	6
adjacent	446	6
today	447	6
lucency	448	6
7th	449	6
throughout	450	6
useful	451	6
configuration	452	6
nipple	453	6
high	454	6
irregular	455	6
suggested	456	6
confirm	457	6
after	458	6
dense	459	6
early	460	6
previously	461	6
difficult	462	5
telephone	463	5
tracheostomy	464	5
aspect	465	5
round	466	5
superior	467	5
notified	468	5
3	469	5
shift	470	5
bone	471	5
fusion	472	5
decreased	473	5
following	474	5
densities	475	5
eventration	476	5
postoperative	477	5
inflammation	478	5
surgical	479	5
setting	480	5
artery	481	5
atrium	482	5
bronchiectasis	483	5
obstructive	484	5
does	485	5
atrial	486	5
sarcoidosis	487	5
along	488	5
hemithorax	489	5
should	490	5
ap	491	5
frontal	492	5
hours	493	5
two	494	5
age	495	5
quality	496	5
technical	497	5
factors	498	5
valve	499	5
inferior	500	5
note	501	5
that	502	5
additional	503	5
arterial	504	5
subtle	505	5
bandlike	506	5
questionable	507	5
shadows	508	5
performed	509	5
have	510	5
dextroscoliosis	511	5
only	512	5
quadrant	513	5
bullous	514	4
considerations	515	4
fat	516	4
results	517	4
ensure	518	4
complete	519	4
improvement	520	4
again	521	4
carina	522	4
dislocations	523	4
rotation	524	4
9th	525	4
worse	526	4
treatment	527	4
obvious	528	4
recess	529	4
neck	530	4
advanced	531	4
developing	532	4
humeral	533	4
placement	534	4
7	535	4
appreciated	536	4
fibrotic	537	4
increase	538	4
characterized	539	4
segment	540	4
considered	541	4
vein	542	4
joint	543	4
tubes	544	4
expanded	545	4
sequela	546	4
localized	547	4
consideration	548	4
lordotic	549	4
cystic	550	4
it	551	4
end	552	4
report	553	4
cardiothoracic	554	4
tortuosity	555	4
deformities	556	4
hyperexpansion	557	4
anticipated	558	4
location	559	4
5th	560	4
development	561	4
spondylosis	562	4
clearing	563	4
therapy	564	4
minimally	565	4
tb	566	4
suprahilar	567	4
6th	568	4
decreasing	569	4
overlapping	570	4
tumor	571	4
somewhat	572	4
lesions	573	4
focus	574	4
portion	575	4
ij	576	4
cabg	577	4
image	578	4
humerus	579	4
pectus	580	4
first	581	4
progression	582	4
gross	583	4
pneumonitis	584	4
removed	585	4
thoracolumbar	586	4
absence	587	3
confluent	588	3
receipt	589	3
vertebrae	590	3
t6	591	3
8mm	592	3
apparent	593	3
spaces	594	3
indistinct	595	3
margination	596	3
obscured	597	3
habitus	598	3
benefit	599	3
dislocation	600	3
part	601	3
desired	602	3
areas	603	3
uncertain	604	3
lines	605	3
see	606	3
partial	607	3
wall	608	3
based	609	3
below	610	3
widened	611	3
diameter	612	3
osteopenia	613	3
any	614	3
questions	615	3
radiologist	616	3
cyst	617	3
pathology	618	3
including	619	3
widening	620	3
sulcus	621	3
overlie	622	3
metastases	623	3
recurrence	624	3
obstruction	625	3
bodies	626	3
asymmetric	627	3
corresponding	628	3
partially	629	3
internal	630	3
jugular	631	3
projects	632	3
liver	633	3
exaggerated	634	3
kyphosis	635	3
combination	636	3
collection	637	3
none	638	3
nonemergent	639	3
exams	640	3
fullness	641	3
reactive	642	3
addition	643	3
conspicuous	644	3
recurrent	645	3
zone	646	3
peribronchial	647	3
determine	648	3
months	649	3
congestive	650	3
amount	651	3
indeterminate	652	3
t11	653	3
overlies	654	3
regions	655	3
ectatic	656	3
hydropneumothorax	657	3
iv	658	3
structure	659	3
incompletely	660	3
scoliosis	661	3
removal	662	3
platelike	663	3
side	664	3
overload	665	3
increasing	666	3
opacification	667	3
nondisplaced	668	3
relatively	669	3
healing	670	3
irregularity	671	3
proximal	672	3
compartment	673	3
presence	674	3
persist	675	3
resection	676	3
azygos	677	3
redemonstrated	678	3
metastasis	679	3
traumatic	680	3
suspicion	681	3
l1	682	3
ordering	683	3
physician	684	3
etiology	685	3
stomach	686	3
cavity	687	3
posttraumatic	688	3
benign	689	3
time	690	3
blunted	691	3
stent	692	3
