token	index	count
congestion	314	18
deformities	315	18
loss	316	18
tube	317	18
cholecystectomy	318	18
near	319	18
ribs	320	18
similar	321	17
measuring	322	17
any	323	17
descending	324	17
leads	325	17
flattened	326	17
midthoracic	327	17
post	328	16
medial	329	16
joint	330	16
picc	331	16
bodies	332	16
diameter	333	16
shoulder	334	16
representing	335	16
curvature	336	16
persistent	337	16
significantly	338	16
engorgement	339	16
fusion	340	15
these	341	15
healed	342	15
dextroscoliosis	343	15
dense	344	15
breast	345	15
paratracheal	346	15
suggesting	347	15
scar	348	15
top	349	15
overall	350	14
hilum	351	14
vague	352	14
zone	353	14
by	354	14
since	355	14
external	356	14
lobes	357	14
previously	358	14
lucency	359	14
aerated	360	14
reveals	361	13
volume	362	13
ectatic	363	13
level	364	13
atherosclerosis	365	13
sequela	366	13
postoperative	367	13
convincing	368	13
fissure	369	13
several	370	13
decreased	371	13
however	372	12
status	373	12
somewhat	374	12
probable	375	12
hemidiaphragms	376	12
humeral	377	12
through	378	12
amount	379	12
partially	380	12
fat	381	12
atrium	382	12
suggestive	383	12
monitor	384	12
redemonstration	385	12
associated	386	12
rounded	387	12
retrosternal	388	12
kyphosis	389	12
wall	390	12
obstructive	391	11
levoscoliosis	392	11
aspect	393	11
stent	394	11
rotated	395	11
blunted	396	11
atrial	397	11
7th	398	11
artifact	399	11
abnormal	400	11
calcific	401	11
moderately	402	11
bowel	403	11
removal	404	11
round	405	10
radiograph	406	10
lingula	407	10
subdiaphragmatic	408	10
position	409	10
two	410	10
lesions	411	10
comparison	412	10
artery	413	10
apices	414	10
excluded	415	10
sulcus	416	10
opacification	417	10
valve	418	10
related	419	10
first	420	10
osteopenia	421	10
that	422	9
pelvis	423	9
coronary	424	9
joints	425	9
sequelae	426	9
noncalcified	427	9
ct	428	9
given	429	9
acromioclavicular	430	9
segment	431	9
partial	432	9
neck	433	9
extensive	434	9
residual	435	9
involving	436	9
superimposed	437	9
formation	438	9
head	439	9
improved	440	9
aeration	441	9
internal	442	9
jugular	443	9
technique	444	9
infection	445	9
development	446	9
inferior	447	9
technical	448	9
factors	449	9
note	450	9
stomach	451	9
irregular	452	8
evaluated	453	8
peripheral	454	8
measures	455	8
injury	456	8
humerus	457	8
remote	458	8
reflect	459	8
destructive	460	8
obscuration	461	8
9th	462	8
lobar	463	8
discrete	464	8
underlying	465	8
pectus	466	8
abdominal	467	8
epicardial	468	8
caliber	469	8
few	470	8
node	471	8
nipple	472	8
unfolding	473	8
pattern	474	8
loops	475	8
exaggerated	476	8
wedging	477	8
proximal	478	8
6th	479	8
symmetric	480	8
bandlike	481	8
arteries	482	8
cavitary	483	7
lesion	484	7
incompletely	485	7
axillary	486	7
numerous	487	7
overt	488	7
early	489	7
active	490	7
tracheostomy	491	7
accentuated	492	7
dislocation	493	7
correlate	494	7
subclavian	495	7
ectasia	496	7
8th	497	7
foreign	498	7
dilated	499	7
hip	500	7
knee	501	7
cavoatrial	502	7
sclerotic	503	7
removed	504	7
one	505	7
placement	506	7
scan	507	7
marked	508	7
osteophyte	509	7
azygos	510	7
cardiopulmonary	511	7
subtle	512	7
more	513	7
osseus	514	7
irregularity	515	7
possible	516	7
suggests	517	7
spinal	518	6
hyperlucent	519	6
pneumoperitoneum	520	6
redemonstrated	521	6
above	522	6
appreciated	523	6
contrast	524	6
collections	525	6
alignment	526	6
ascending	527	6
further	528	6
would	529	6
demonstrates	530	6
posttraumatic	531	6
basal	532	6
lordotic	533	6
femoral	534	6
subcutaneous	535	6
studies	536	6
t12	537	6
3	538	6
rotation	539	6
coarse	540	6
curvilinear	541	6
can	542	6
questionable	543	6
fibrosis	544	6
overlie	545	6
known	546	6
adjacent	547	6
fixation	548	6
resolved	549	6
vein	550	6
unfolded	551	6
it	552	6
only	553	6
glenoid	554	6
developed	555	6
probably	556	6
remainder	557	6
engorged	558	6
pericardial	559	6
apparent	560	5
convexity	561	5
suture	562	5
projects	563	5
improvement	564	5
suprahilar	565	5
asymmetric	566	5
lines	567	5
5	568	5
maintained	569	5
sized	570	5
parenchymal	571	5
shift	572	5
lymphadenopathy	573	5
developing	574	5
healing	575	5
caval	576	5
tubing	577	5
worse	578	5
examinations	579	5
femur	580	5
stool	581	5
irregularities	582	5
5th	583	5
sutures	584	5
projected	585	5
sternum	586	5
indicate	587	5
its	588	5
sulci	589	5
vertebra	590	5
7	591	5
performed	592	5
history	593	5
overlap	594	5
colon	595	5
ij	596	5
better	597	5
parenchyma	598	5
replacement	599	5
demineralization	600	5
cortical	601	5
shadows	602	5
collection	603	5
overlapping	604	5
bypass	605	5
radiographic	606	5
considering	607	5
differences	608	5
l1	609	5
lingular	610	5
retraction	611	5
copd	612	5
dextro	613	5
bullet	614	5
