ngram,count,frequency_pct
chest radiograph,36,0.10731212925149791
left upper,36,0.10731212925149791
atelectasis or,35,0.10433123677228962
no effusions,35,0.10433123677228962
basilar atelectasis,34,0.10135034429308136
otherwise no,34,0.10135034429308136
thoracic spine,34,0.10135034429308136
definite pleural,34,0.10135034429308136
effusion seen,34,0.10135034429308136
effusions no,33,0.09836945181387308
for further,33,0.09836945181387308
pulmonary vasculature,33,0.09836945181387308
lungs no,33,0.09836945181387308
negative chest,33,0.09836945181387308
within the,32,0.0953885593346648
the heart,31,0.09240766685545652
focal airspace,30,0.08942677437624826
at the,30,0.08942677437624826
typical findings,30,0.08942677437624826
right middle,30,0.08942677437624826
suggestive of,30,0.08942677437624826
stable appearance,29,0.08644588189703997
cardiomediastinal silhouette,29,0.08644588189703997
right basilar,29,0.08644588189703997
bronchovascular crowding,29,0.08644588189703997
right pleural,29,0.08644588189703997
normal heart,29,0.08644588189703997
are within,28,0.0834649894178317
this may,28,0.0834649894178317
which may,28,0.0834649894178317
due to,28,0.0834649894178317
cardiomegaly and,28,0.0834649894178317
hiatal hernia,28,0.0834649894178317
cardiomegaly no,28,0.0834649894178317
is recommended,27,0.08048409693862343
and pulmonary,27,0.08048409693862343
edema no,27,0.08048409693862343
airspace consolidation,27,0.08048409693862343
and lungs,27,0.08048409693862343
mediastinal silhouette,27,0.08048409693862343
air space,27,0.08048409693862343
secondary to,26,0.07750320445941514
vascular congestion,26,0.07750320445941514
lung disease,26,0.07750320445941514
lungs clear,26,0.07750320445941514
with mild,26,0.07750320445941514
acute or,26,0.07750320445941514
stable chest,26,0.07750320445941514
middle lobe,26,0.07750320445941514
acute airspace,26,0.07750320445941514
of tuberculosis,26,0.07750320445941514
opacity in,26,0.07750320445941514
right midlung,26,0.07750320445941514
nodules or,26,0.07750320445941514
could be,26,0.07750320445941514
normal mediastinal,25,0.07452231198020687
no edema,25,0.07452231198020687
or active,25,0.07452231198020687
basilar airspace,25,0.07452231198020687
of pleural,25,0.07452231198020687
or masses,25,0.07452231198020687
pulmonary findings,24,0.0715414195009986
no comparison,24,0.0715414195009986
focal alveolar,24,0.0715414195009986
alveolar consolidation,24,0.0715414195009986
to the,24,0.0715414195009986
bibasilar airspace,24,0.0715414195009986
interstitial edema,24,0.0715414195009986
atelectasis no,23,0.06856052702179032
pulmonary vascularity,23,0.06856052702179032
lobe airspace,23,0.06856052702179032
comparison chest,23,0.06856052702179032
no visible,23,0.06856052702179032
and left,23,0.06856052702179032
active cardiac,23,0.06856052702179032
left pleural,23,0.06856052702179032
and right,23,0.06856052702179032
no pulmonary,23,0.06856052702179032
would be,23,0.06856052702179032
rib fractures,22,0.06557963454258205
opacities in,22,0.06557963454258205
since the,22,0.06557963454258205
the thoracic,22,0.06557963454258205
cardiac pulmonary,22,0.06557963454258205
pulmonary or,22,0.06557963454258205
pleural disease,22,0.06557963454258205
be helpful,22,0.06557963454258205
the lateral,22,0.06557963454258205
right hemidiaphragm,22,0.06557963454258205
focal air,22,0.06557963454258205
is a,21,0.06259874206337378
and the,21,0.06259874206337378
no nodules,21,0.06259874206337378
upper limits,21,0.06259874206337378
hyperexpanded lungs,21,0.06259874206337378
mediastinal contours,21,0.06259874206337378
evidence for,21,0.06259874206337378
acute intrathoracic,21,0.06259874206337378
cardiac silhouette,20,0.0596178495841655
hypoinflation with,20,0.0596178495841655
small bilateral,20,0.0596178495841655
the previous,20,0.0596178495841655
lateral view,20,0.0596178495841655
granulomatous disease,20,0.0596178495841655
edema or,20,0.0596178495841655
pulmonary nodules,20,0.0596178495841655
lobe pneumonia,20,0.0596178495841655
left midlung,20,0.0596178495841655
chest and,19,0.056636957104957225
otherwise clear,19,0.056636957104957225
heart failure,19,0.056636957104957225
this is,19,0.056636957104957225
to be,19,0.056636957104957225
metastatic disease,19,0.056636957104957225
intrathoracic abnormality,19,0.056636957104957225
consolidation or,18,0.053656064625748956
no suspicious,18,0.053656064625748956
effusions or,18,0.053656064625748956
chronic changes,18,0.053656064625748956
size within,18,0.053656064625748956
scarring or,18,0.053656064625748956
of right,18,0.053656064625748956
atelectasis versus,18,0.053656064625748956
5 mm,18,0.053656064625748956
seen on,18,0.053656064625748956
space consolidation,18,0.053656064625748956
no typical,18,0.053656064625748956
could represent,17,0.05067517214654068
interstitial markings,17,0.05067517214654068
pleural thickening,17,0.05067517214654068
concerning for,17,0.05067517214654068
active tuberculosis,17,0.05067517214654068
of left,17,0.05067517214654068
there are,17,0.05067517214654068
effusion no,17,0.05067517214654068
normal pulmonary,17,0.05067517214654068
right base,17,0.05067517214654068
right hilar,17,0.05067517214654068
nodular opacity,17,0.05067517214654068
vasculature appears,17,0.05067517214654068
appears normal,17,0.05067517214654068
disease and,16,0.0476942796673324
greater than,16,0.0476942796673324
be secondary,16,0.0476942796673324
stable mild,16,0.0476942796673324
interstitial opacities,16,0.0476942796673324
acute abnormalities,16,0.0476942796673324
are seen,16,0.0476942796673324
degenerative changes,16,0.0476942796673324
acute preoperative,16,0.0476942796673324
disease left,16,0.0476942796673324
chronic lung,16,0.0476942796673324
small left,16,0.0476942796673324
emphysematous changes,16,0.0476942796673324
lungs with,16,0.0476942796673324
bibasilar atelectasis,16,0.0476942796673324
focal atelectasis,16,0.0476942796673324
as before,16,0.0476942796673324
limits pulmonary,16,0.0476942796673324
normal there,16,0.0476942796673324
vascularity are,15,0.04471338718812413
stable mediastinal,15,0.04471338718812413
focal consolidation,15,0.04471338718812413
grossly clear,15,0.04471338718812413
visible active,15,0.04471338718812413
thoracic aorta,15,0.04471338718812413
preoperative findings,15,0.04471338718812413
specifically no,15,0.04471338718812413
comparison and,15,0.04471338718812413
overlying the,15,0.04471338718812413
or infiltrate,15,0.04471338718812413
differential diagnosis,15,0.04471338718812413
tortuous aorta,15,0.04471338718812413
no pneumonia,15,0.04471338718812413
small pleural,15,0.04471338718812413
contour no,15,0.04471338718812413
of pneumonia,15,0.04471338718812413
the posterior,15,0.04471338718812413
no airspace,15,0.04471338718812413
seen no,15,0.04471338718812413
or atelectasis,15,0.04471338718812413
and cardiomediastinal,15,0.04471338718812413
silhouette are,15,0.04471338718812413
the cardiac,14,0.04173249470891585
deformity of,14,0.04173249470891585
pulmonary vascular,14,0.04173249470891585
from prior,14,0.04173249470891585
calcified right,14,0.04173249470891585
right apical,14,0.04173249470891585
no effusion,14,0.04173249470891585
emphysema no,14,0.04173249470891585
abnormalities since,14,0.04173249470891585
clinical correlation,14,0.04173249470891585
or scarring,14,0.04173249470891585
related to,14,0.04173249470891585
acute infiltrate,14,0.04173249470891585
identified stable,14,0.04173249470891585
disease or,14,0.04173249470891585
or effusions,14,0.04173249470891585
old granulomatous,14,0.04173249470891585
lobe infiltrate,14,0.04173249470891585
than left,14,0.04173249470891585
in size,14,0.04173249470891585
on lateral,14,0.04173249470891585
pneumonia or,14,0.04173249470891585
or pneumonia,14,0.04173249470891585
hilar lymph,14,0.04173249470891585
chest ct,14,0.04173249470891585
silhouette and,14,0.04173249470891585
clear calcified,14,0.04173249470891585
pneumothorax or,13,0.03875160222970757
chest with,13,0.03875160222970757
consolidation pleural,13,0.03875160222970757
with right,13,0.03875160222970757
of emphysema,13,0.03875160222970757
previous chest,13,0.03875160222970757
volumes no,13,0.03875160222970757
if there,13,0.03875160222970757
soft tissue,13,0.03875160222970757
no change,13,0.03875160222970757
lung nodules,13,0.03875160222970757
or pulmonary,13,0.03875160222970757
small right,13,0.03875160222970757
mild interstitial,13,0.03875160222970757
lungs appear,13,0.03875160222970757
and mild,13,0.03875160222970757
airspace opacities,13,0.03875160222970757
calcified granulomas,13,0.03875160222970757
opacities which,13,0.03875160222970757
over the,13,0.03875160222970757
not be,13,0.03875160222970757
with prior,13,0.03875160222970757
is clear,13,0.03875160222970757
previous granulomatous,13,0.03875160222970757
postsurgical changes,13,0.03875160222970757
volumes without,13,0.03875160222970757
enlargement of,12,0.0357707097504993
the patient,12,0.0357707097504993
interstitial lung,12,0.0357707097504993
disease stable,12,0.0357707097504993
atelectasis otherwise,12,0.0357707097504993
compared to,12,0.0357707097504993
to prior,12,0.0357707097504993
unremarkable mediastinal,12,0.0357707097504993
large pleural,12,0.0357707097504993
crowding without,12,0.0357707097504993
without typical,12,0.0357707097504993
for pneumonia,12,0.0357707097504993
pulmonary nodule,12,0.0357707097504993
is not,12,0.0357707097504993
size upper,12,0.0357707097504993
aorta no,12,0.0357707097504993
upper lung,12,0.0357707097504993
emphysema without,12,0.0357707097504993
basilar opacity,12,0.0357707097504993
without evidence,12,0.0357707097504993
be due,12,0.0357707097504993
ct scan,12,0.0357707097504993
lung parenchyma,12,0.0357707097504993
blunting of,12,0.0357707097504993
catheter tip,12,0.0357707097504993
no lobar,12,0.0357707097504993
can not,12,0.0357707097504993
mild right,12,0.0357707097504993
projecting over,12,0.0357707097504993
tip in,12,0.0357707097504993
bibasilar opacities,12,0.0357707097504993
rib fracture,12,0.0357707097504993
to document,11,0.03278981727129102
recommend followup,11,0.03278981727129102
borderline heart,11,0.03278981727129102
disease in,11,0.03278981727129102
calcified granuloma,11,0.03278981727129102
right paratracheal,11,0.03278981727129102
left hemidiaphragm,11,0.03278981727129102
minimal left,11,0.03278981727129102
chronic interstitial,11,0.03278981727129102
copd no,11,0.03278981727129102
if clinically,11,0.03278981727129102
clinically indicated,11,0.03278981727129102
of chronic,11,0.03278981727129102
abnormality no,11,0.03278981727129102
left hilar,11,0.03278981727129102
limits of,11,0.03278981727129102
of normal,11,0.03278981727129102
disease with,11,0.03278981727129102
left costophrenic,11,0.03278981727129102
limits normal,11,0.03278981727129102
mild pulmonary,11,0.03278981727129102
and lower,11,0.03278981727129102
this could,11,0.03278981727129102
atelectasis and,11,0.03278981727129102
parenchyma is,11,0.03278981727129102
the appearance,11,0.03278981727129102
atelectasis in,11,0.03278981727129102
changes without,11,0.03278981727129102
pleural fluid,11,0.03278981727129102
hyperinflated lungs,11,0.03278981727129102
stable left,11,0.03278981727129102
no displaced,10,0.02980892479208275
lobar consolidation,10,0.02980892479208275
and bilateral,10,0.02980892479208275
in left,10,0.02980892479208275
result notification,10,0.02980892479208275
as described,10,0.02980892479208275
normal no,10,0.02980892479208275
changes with,10,0.02980892479208275
scarring no,10,0.02980892479208275
concern for,10,0.02980892479208275
suspicious appearing,10,0.02980892479208275
with a,10,0.02980892479208275
patchy left,10,0.02980892479208275
and mediastinal,10,0.02980892479208275
or effusion,10,0.02980892479208275
base atelectasis,10,0.02980892479208275
abnormalities no,10,0.02980892479208275
elevated right,10,0.02980892479208275
ct of,10,0.02980892479208275
diagnosis includes,10,0.02980892479208275
top normal,10,0.02980892479208275
the upper,10,0.02980892479208275
the lower,10,0.02980892479208275
chest exam,10,0.02980892479208275
represent a,10,0.02980892479208275
interstitial prominence,10,0.02980892479208275
in right,10,0.02980892479208275
of this,10,0.02980892479208275
interval change,10,0.02980892479208275
right greater,10,0.02980892479208275
the mediastinum,10,0.02980892479208275
which could,10,0.02980892479208275
the prior,10,0.02980892479208275
right costophrenic,10,0.02980892479208275
stable right,10,0.02980892479208275
mildly enlarged,10,0.02980892479208275
the level,10,0.02980892479208275
level of,10,0.02980892479208275
lung bases,10,0.02980892479208275
pulmonary process,10,0.02980892479208275
normal in,10,0.02980892479208275
structures appear,10,0.02980892479208275
appear to,10,0.02980892479208275
for technique,10,0.02980892479208275
opacities most,10,0.02980892479208275
scarring in,9,0.026828032312874478
ct chest,9,0.026828032312874478
with contrast,9,0.026828032312874478
process stable,9,0.026828032312874478
than right,9,0.026828032312874478
but clear,9,0.026828032312874478
bilateral pulmonary,9,0.026828032312874478
bilateral interstitial,9,0.026828032312874478
the lingula,9,0.026828032312874478
no significant,9,0.026828032312874478
history of,9,0.026828032312874478
appearing lung,9,0.026828032312874478
effusion with,9,0.026828032312874478
with minimal,9,0.026828032312874478
of a,9,0.026828032312874478
most representing,9,0.026828032312874478
calcified left,9,0.026828032312874478
versus atelectasis,9,0.026828032312874478
vertebral body,9,0.026828032312874478
and lateral,9,0.026828032312874478
process no,9,0.026828032312874478
right shoulder,9,0.026828032312874478
pericardial effusion,9,0.026828032312874478
right lateral,9,0.026828032312874478
be compatible,9,0.026828032312874478
represent atelectasis,9,0.026828032312874478
right atrium,9,0.026828032312874478
with bibasilar,9,0.026828032312874478
the anterior,9,0.026828032312874478
from the,9,0.026828032312874478
size mediastinal,9,0.026828032312874478
acute bony,9,0.026828032312874478
slight cardiomegaly,9,0.026828032312874478
lower thoracic,9,0.026828032312874478
with emphysema,9,0.026828032312874478
elevation of,9,0.026828032312874478
may reflect,9,0.026828032312874478
borderline cardiomegaly,9,0.026828032312874478
lobe opacities,9,0.026828032312874478
lower lung,9,0.026828032312874478
focal lung,9,0.026828032312874478
minimal bibasilar,9,0.026828032312874478
prior exam,9,0.026828032312874478
most suggestive,9,0.026828032312874478
evaluation of,9,0.026828032312874478
of atelectasis,9,0.026828032312874478
comparison with,9,0.026828032312874478
the lung,9,0.026828032312874478
silhouette is,9,0.026828032312874478
suggest a,9,0.026828032312874478
a previous,9,0.026828032312874478
granulomatous process,9,0.026828032312874478
base airspace,9,0.026828032312874478
prior study,9,0.026828032312874478
overt edema,9,0.026828032312874478
right apex,9,0.026828032312874478
evaluation with,9,0.026828032312874478
emphysema and,8,0.0238471398336662
document resolution,8,0.0238471398336662
size of,8,0.0238471398336662
density in,8,0.0238471398336662
these findings,8,0.0238471398336662
to ensure,8,0.0238471398336662
elevated left,8,0.0238471398336662
changes no,8,0.0238471398336662
or chf,8,0.0238471398336662
active pulmonary,8,0.0238471398336662
findings are,8,0.0238471398336662
critical result,8,0.0238471398336662
to moderate,8,0.0238471398336662
chest heart,8,0.0238471398336662
pneumothorax no,8,0.0238471398336662
lung clear,8,0.0238471398336662
central vascular,8,0.0238471398336662
prominence of,8,0.0238471398336662
a small,8,0.0238471398336662
patchy right,8,0.0238471398336662
pa and,8,0.0238471398336662
further characterization,8,0.0238471398336662
interstitial pulmonary,8,0.0238471398336662
calcified aorta,8,0.0238471398336662
moderate cardiomegaly,8,0.0238471398336662
of chest,8,0.0238471398336662
with pulmonary,8,0.0238471398336662
to atelectasis,8,0.0238471398336662
masses or,8,0.0238471398336662
bony abnormalities,8,0.0238471398336662
atypical infection,8,0.0238471398336662
the distal,8,0.0238471398336662
venous catheter,8,0.0238471398336662
changes in,8,0.0238471398336662
resolution of,8,0.0238471398336662
definite acute,8,0.0238471398336662
cardiomegaly clear,8,0.0238471398336662
vasculature normal,8,0.0238471398336662
to resolution,8,0.0238471398336662
radiograph no,8,0.0238471398336662
the mid,8,0.0238471398336662
degenerative spurring,8,0.0238471398336662
disease process,8,0.0238471398336662
with associated,8,0.0238471398336662
infiltrate or,8,0.0238471398336662
are not,8,0.0238471398336662
masses no,8,0.0238471398336662
with small,8,0.0238471398336662
with pneumonia,8,0.0238471398336662
limits for,8,0.0238471398336662
large hiatal,8,0.0238471398336662
volumes otherwise,8,0.0238471398336662
change no,8,0.0238471398336662
of copd,8,0.0238471398336662
chronic inflammatory,8,0.0238471398336662
inflammatory change,8,0.0238471398336662
osseous structures,8,0.0238471398336662
or edema,8,0.0238471398336662
right chest,8,0.0238471398336662
volume study,8,0.0238471398336662
focal infiltrate,8,0.0238471398336662
if available,8,0.0238471398336662
air trapping,8,0.0238471398336662
trapping versus,8,0.0238471398336662
versus inspiratory,8,0.0238471398336662
effusions and,8,0.0238471398336662
correlation with,8,0.0238471398336662
central pulmonary,8,0.0238471398336662
no overt,8,0.0238471398336662
displaced rib,7,0.020866247354457926
and interstitial,7,0.020866247354457926
difficult to,7,0.020866247354457926
the bilateral,7,0.020866247354457926
hyperexpanded but,7,0.020866247354457926
tracheostomy tube,7,0.020866247354457926
tube tip,7,0.020866247354457926
nodule in,7,0.020866247354457926
abnormalities are,7,0.020866247354457926
area of,7,0.020866247354457926
followup chest,7,0.020866247354457926
with bronchovascular,7,0.020866247354457926
no fractures,7,0.020866247354457926
with some,7,0.020866247354457926
otherwise unremarkable,7,0.020866247354457926
findings consistent,7,0.020866247354457926
with left,7,0.020866247354457926
left perihilar,7,0.020866247354457926
to further,7,0.020866247354457926
effusion right,7,0.020866247354457926
given the,7,0.020866247354457926
left mid,7,0.020866247354457926
mid lung,7,0.020866247354457926
stable and,7,0.020866247354457926
edema and,7,0.020866247354457926
nodular density,7,0.020866247354457926
of an,7,0.020866247354457926
be of,7,0.020866247354457926
status post,7,0.020866247354457926
notification documented,7,0.020866247354457926
documented through,7,0.020866247354457926
through primordial,7,0.020866247354457926
congestion and,7,0.020866247354457926
increased interstitial,7,0.020866247354457926
appear clear,7,0.020866247354457926
increase in,7,0.020866247354457926
left lateral,7,0.020866247354457926
nodules masses,7,0.020866247354457926
change in,7,0.020866247354457926
lobe no,7,0.020866247354457926
further imaging,7,0.020866247354457926
a few,7,0.020866247354457926
versus scarring,7,0.020866247354457926
chest film,7,0.020866247354457926
versus infiltrate,7,0.020866247354457926
mm right,7,0.020866247354457926
streaky left,7,0.020866247354457926
copd and,7,0.020866247354457926
infiltrate in,7,0.020866247354457926
abnormality stable,7,0.020866247354457926
central venous,7,0.020866247354457926
lobar pneumonia,7,0.020866247354457926
but no,7,0.020866247354457926
chest wall,7,0.020866247354457926
abnormality seen,7,0.020866247354457926
pulmonary consolidation,7,0.020866247354457926
is noted,7,0.020866247354457926
no cardiopulmonary,7,0.020866247354457926
of pneumothorax,7,0.020866247354457926
contours lung,7,0.020866247354457926
infectious process,7,0.020866247354457926
suspicious pulmonary,7,0.020866247354457926
significant interval,7,0.020866247354457926
lower lobes,7,0.020866247354457926
near top,7,0.020866247354457926
on today,7,0.020866247354457926
chest without,7,0.020866247354457926
chest for,7,0.020866247354457926
lobe opacity,7,0.020866247354457926
lung nodule,7,0.020866247354457926
stable no,7,0.020866247354457926
described above,7,0.020866247354457926
has been,7,0.020866247354457926
significant change,7,0.020866247354457926
mediastinum and,7,0.020866247354457926
and perihilar,7,0.020866247354457926
pulmonary arteries,7,0.020866247354457926
effusion versus,7,0.020866247354457926
nodular opacities,7,0.020866247354457926
seen heart,7,0.020866247354457926
right clavicle,7,0.020866247354457926
opacity may,7,0.020866247354457926
heart and,7,0.020866247354457926
lungs air,7,0.020866247354457926
to exclude,6,0.01788535487524965
wedge deformity,6,0.01788535487524965
pulmonary opacities,6,0.01788535487524965
with stable,6,0.01788535487524965
pulmonary interstitial,6,0.01788535487524965
lung and,6,0.01788535487524965
volume loss,6,0.01788535487524965
without overt,6,0.01788535487524965
is within,6,0.01788535487524965
are noted,6,0.01788535487524965
abdomen and,6,0.01788535487524965
lymph node,6,0.01788535487524965
lumbar spine,6,0.01788535487524965
minimal degenerative,6,0.01788535487524965
lungs otherwise,6,0.01788535487524965
are normal,6,0.01788535487524965
right pneumothorax,6,0.01788535487524965
is minimal,6,0.01788535487524965
seen bronchovascular,6,0.01788535487524965
mild stable,6,0.01788535487524965
helpful for,6,0.01788535487524965
follow up,6,0.01788535487524965
up to,6,0.01788535487524965
with central,6,0.01788535487524965
without focal,6,0.01788535487524965
pulmonary fibrosis,6,0.01788535487524965
large right,6,0.01788535487524965
effusion and,6,0.01788535487524965
and patchy,6,0.01788535487524965
infiltrate versus,6,0.01788535487524965
with bilateral,6,0.01788535487524965
atelectasis right,6,0.01788535487524965
lateral chest,6,0.01788535487524965
recommended to,6,0.01788535487524965
atelectasis infiltrate,6,0.01788535487524965
right diaphragm,6,0.01788535487524965
which is,6,0.01788535487524965
for comparison,6,0.01788535487524965
no infiltrates,6,0.01788535487524965
stable chronic,6,0.01788535487524965
stable cardiomediastinal,6,0.01788535487524965
to suggest,6,0.01788535487524965
or subsegmental,6,0.01788535487524965
airspace opacity,6,0.01788535487524965
views of,6,0.01788535487524965
abnormality mild,6,0.01788535487524965
midthoracic vertebral,6,0.01788535487524965
of metastatic,6,0.01788535487524965
streaky opacities,6,0.01788535487524965
acute thoracic,6,0.01788535487524965
stable position,6,0.01788535487524965
disease right,6,0.01788535487524965
adenopathy or,6,0.01788535487524965
with probable,6,0.01788535487524965
of thoracic,6,0.01788535487524965
minimal atelectasis,6,0.01788535487524965
distal tip,6,0.01788535487524965
involving the,6,0.01788535487524965
limited exam,6,0.01788535487524965
size no,6,0.01788535487524965
disease unchanged,6,0.01788535487524965
copd with,6,0.01788535487524965
examination of,6,0.01788535487524965
chest is,6,0.01788535487524965
limits there,6,0.01788535487524965
picc line,6,0.01788535487524965
for the,6,0.01788535487524965
disease may,6,0.01788535487524965
medial right,6,0.01788535487524965
and small,6,0.01788535487524965
with tip,6,0.01788535487524965
bilateral lower,6,0.01788535487524965
spurring of,6,0.01788535487524965
of prior,6,0.01788535487524965
lung consolidation,6,0.01788535487524965
size near,6,0.01788535487524965
calcifications and,6,0.01788535487524965
lung changes,6,0.01788535487524965
unremarkable examination,6,0.01788535487524965
effusions right,6,0.01788535487524965
disease identified,6,0.01788535487524965
hemidiaphragm with,6,0.01788535487524965
helpful to,6,0.01788535487524965
are identified,6,0.01788535487524965
lobe and,6,0.01788535487524965
technical factors,6,0.01788535487524965
senescent changes,6,0.01788535487524965
cardiac enlargement,6,0.01788535487524965
is seen,6,0.01788535487524965
are available,6,0.01788535487524965
and scarring,6,0.01788535487524965
basilar scarring,6,0.01788535487524965
be useful,6,0.01788535487524965
and configuration,6,0.01788535487524965
be excluded,6,0.01788535487524965
with atelectasis,6,0.01788535487524965
collapse of,6,0.01788535487524965
similar to,6,0.01788535487524965
without definite,6,0.01788535487524965
of lung,6,0.01788535487524965
and pleural,6,0.01788535487524965
correlate clinically,6,0.01788535487524965
not available,6,0.01788535487524965
lung volume,6,0.01788535487524965
lateral right,6,0.01788535487524965
to confirm,6,0.01788535487524965
to evaluate,6,0.01788535487524965
without heart,6,0.01788535487524965
patchy airspace,6,0.01788535487524965
atelectasis left,6,0.01788535487524965
measuring approximately,6,0.01788535487524965
or adenopathy,6,0.01788535487524965
mild bibasilar,6,0.01788535487524965
with ct,6,0.01788535487524965
resolution is,6,0.01788535487524965
upper thoracic,6,0.01788535487524965
left chest,6,0.01788535487524965
process identified,6,0.01788535487524965
a left,6,0.01788535487524965
change from,6,0.01788535487524965
nodules identified,6,0.01788535487524965
mm nodular,6,0.01788535487524965
been removed,6,0.01788535487524965
identified and,5,0.014904462396041375
represent scarring,5,0.014904462396041375
left greater,5,0.014904462396041375
followup to,5,0.014904462396041375
most consistent,5,0.014904462396041375
left diaphragm,5,0.014904462396041375
clear right,5,0.014904462396041375
the carina,5,0.014904462396041375
no large,5,0.014904462396041375
aspect of,5,0.014904462396041375
change hypoinflation,5,0.014904462396041375
lobe with,5,0.014904462396041375
prior imaging,5,0.014904462396041375
chest abdomen,5,0.014904462396041375
and pelvis,5,0.014904462396041375
changes as,5,0.014904462396041375
apical pneumothorax,5,0.014904462396041375
degenerative disease,5,0.014904462396041375
normal right,5,0.014904462396041375
and basilar,5,0.014904462396041375
basilar subsegmental,5,0.014904462396041375
near the,5,0.014904462396041375
ascending aorta,5,0.014904462396041375
bony abnormality,5,0.014904462396041375
the thorax,5,0.014904462396041375
lobe this,5,0.014904462396041375
pneumonia recommend,5,0.014904462396041375
ensure resolution,5,0.014904462396041375
right medial,5,0.014904462396041375
opacity which,5,0.014904462396041375
infiltrates or,5,0.014904462396041375
findings specifically,5,0.014904462396041375
changes from,5,0.014904462396041375
pulmonary venous,5,0.014904462396041375
basilar infiltrate,5,0.014904462396041375
limited by,5,0.014904462396041375
is stable,5,0.014904462396041375
base otherwise,5,0.014904462396041375
disease within,5,0.014904462396041375
followup radiographs,5,0.014904462396041375
and increased,5,0.014904462396041375
stable normal,5,0.014904462396041375
lobe nodule,5,0.014904462396041375
are no,5,0.014904462396041375
left knee,5,0.014904462396041375
stable moderate,5,0.014904462396041375
and normal,5,0.014904462396041375
infiltrate no,5,0.014904462396041375
recommend ct,5,0.014904462396041375
notified of,5,0.014904462396041375
effusions with,5,0.014904462396041375
areas of,5,0.014904462396041375
process mild,5,0.014904462396041375
scarring and,5,0.014904462396041375
ct may,5,0.014904462396041375
treatment to,5,0.014904462396041375
silhouette with,5,0.014904462396041375
infection or,5,0.014904462396041375
left retrocardiac,5,0.014904462396041375
retrocardiac airspace,5,0.014904462396041375
clinical setting,5,0.014904462396041375
lobe atelectasis,5,0.014904462396041375
with streaky,5,0.014904462396041375
reflect atelectasis,5,0.014904462396041375
