token	index	count
bilaterally	321	13
overall	322	13
excluded	323	13
body	324	13
characterization	325	13
through	326	13
parenchymal	327	13
continued	328	13
correlate	329	13
osseous	330	13
inflammatory	331	13
pericardial	332	12
diaphragm	333	12
area	334	12
critical	335	12
described	336	12
suggesting	337	12
up	338	12
evaluate	339	12
vague	340	12
primordial	341	12
was	342	12
malignancy	343	12
marked	344	12
parenchyma	345	12
spurring	346	12
very	347	12
present	348	12
has	349	12
document	350	11
worsening	351	11
nonspecific	352	11
measuring	353	11
result	354	11
paratracheal	355	11
atherosclerotic	356	11
lymphadenopathy	357	11
picc	358	11
1	359	11
knee	360	11
position	361	11
includes	362	11
appropriate	363	11
similar	364	11
aspiration	365	11
line	366	11
probably	367	10
thorax	368	10
were	369	10
chf	370	10
peripheral	371	10
notification	372	10
lingula	373	10
well	374	10
outside	375	10
post	376	10
dilated	377	10
top	378	10
setting	379	10
early	380	10
pattern	381	10
atrium	382	10
images	383	10
been	384	10
stability	385	10
lobes	386	9
primary	387	9
extensive	388	9
aeration	389	9
hilum	390	9
recent	391	9
junction	392	9
treatment	393	9
scar	394	9
dedicated	395	9
views	396	9
few	397	9
diffuse	398	9
subclavian	399	9
suspected	400	9
that	401	9
sarcoidosis	402	9
also	403	9
surgery	404	9
segment	405	9
better	406	9
adjacent	407	9
weeks	408	9
4	409	9
suggests	410	9
inspiratory	411	9
6	412	9
hyperinflation	413	9
lesion	414	8
fat	415	8
discussed	416	8
ensure	417	8
tracheostomy	418	8
loss	419	8
artery	420	8
biapical	421	8
superior	422	8
pelvis	423	8
lumbar	424	8
deformities	425	8
both	426	8
bone	427	8
joint	428	8
age	429	8
warranted	430	8
after	431	8
one	432	8
involving	433	8
note	434	8
vein	435	8
other	436	8
bowel	437	8
today	438	8
senescent	439	8
pneumonitis	440	8
nipple	441	8
hypoventilation	442	8
arteries	443	8
confirm	444	8
trapping	445	8
less	446	8
although	447	7
difficult	448	7
include	449	7
aneurysm	450	7
3	451	7
node	452	7
osteopenia	453	7
ascending	454	7
fusion	455	7
follow	456	7
obstructive	457	7
artifact	458	7
following	459	7
status	460	7
documented	461	7
increase	462	7
abdominal	463	7
densities	464	7
eventration	465	7
cervical	466	7
irregular	467	7
hemithorax	468	7
wall	469	7
cancer	470	7
tenderness	471	7
evaluated	472	7
factors	473	7
configuration	474	7
ventricle	475	7
bandlike	476	7
collapse	477	7
scoliosis	478	7
high	479	7
shadows	480	7
curvature	481	7
studies	482	7
have	483	7
dense	484	7
previously	485	7
only	486	7
results	487	6
wedge	488	6
complete	489	6
carina	490	6
aspect	491	6
round	492	6
x	493	6
notified	494	6
lordotic	495	6
developing	496	6
tortuosity	497	6
worse	498	6
valve	499	6
dextroscoliosis	500	6
decubitus	501	6
pacemaker	502	6
frontal	503	6
postoperative	504	6
head	505	6
considering	506	6
numerous	507	6
placement	508	6
additional	509	6
does	510	6
free	511	6
atrial	512	6
along	513	6
tuberculous	514	6
ap	515	6
expanded	516	6
quality	517	6
increasing	518	6
sequela	519	6
reactive	520	6
healed	521	6
lucency	522	6
technical	523	6
7th	524	6
hyperexpansion	525	6
etiology	526	6
throughout	527	6
inferior	528	6
useful	529	6
subtle	530	6
questionable	531	6
suggested	532	6
lesions	533	6
6th	534	6
performed	535	6
focus	536	6
removed	537	6
bullous	538	5
considerations	539	5
telephone	540	5
improvement	541	5
again	542	5
coronary	543	5
congestive	544	5
shift	545	5
rotation	546	5
9th	547	5
decreased	548	5
bodies	549	5
intact	550	5
thoracolumbar	551	5
neck	552	5
leads	553	5
advanced	554	5
areas	555	5
inflammation	556	5
surgical	557	5
bronchiectasis	558	5
7	559	5
appreciated	560	5
fibrotic	561	5
should	562	5
any	563	5
consideration	564	5
humerus	565	5
hours	566	5
two	567	5
cystic	568	5
it	569	5
projects	570	5
end	571	5
cardiothoracic	572	5
shunt	573	5
location	574	5
arterial	575	5
development	576	5
determine	577	5
first	578	5
nondisplaced	579	5
ectatic	580	5
tb	581	5
cabg	582	5
decreasing	583	5
somewhat	584	5
quadrant	585	5
